,모집 제목,회사,link,위치,필요 조건,마감일
4420,(주)알엠지 개발자 모집,(주)알엠지,/zf_user/jobs/relay/view?view_type=search&rec_idx=52656994&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기군포시,"경력5년↑ 초대졸 정규직 3,000 만원",01/30
4421,연구개발자 모집,(주)드림텍,/zf_user/jobs/relay/view?view_type=search&rec_idx=52666677&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경북포항시 남구,"경력1년↑ 대졸 정규직 4,000 만원",01/30
4422,소방차 전장컨트롤러 및 경광등 컨트롤러 펌웨어 개발자 채용합니다.,주식회사 무선테크윈,/zf_user/jobs/relay/view?view_type=search&rec_idx=52574179&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기안산시 상록구,"경력1년↑ 초대졸 정규직 4,500 만원",01/30
4423,WEB Programmer(웹프로그래머) 개발자 채용,주식회사 제이앤퍼스트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52715743&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기성남시 분당구,"경력무관 학력무관 정규직 2,800 만원",01/30
4424,"소프트웨어개발자(프로그래머) 모집(구미,대전,창원)",주식회사하이데이타,/zf_user/jobs/relay/view?view_type=search&rec_idx=52733945&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경북구미시,"경력3년↑ 초대졸 정규직 4,000 만원",01/30
4426,IoT 펌웨어 개발자 채용공고,(주)그노티,/zf_user/jobs/relay/view?view_type=search&rec_idx=52606469&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울성동구,"경력4년↑ 대졸 정규직 3,300 만원",01/30
4427,AI 연구 개발자 인력 채용공고,(주)그노티,/zf_user/jobs/relay/view?view_type=search&rec_idx=52617068&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울성동구,"경력4년↑ 대졸 정규직 3,300 만원",01/30
4428,세라믹 소재/부품 연구개발자 -질화규소(Si3N4) 소재부품,주식회사 첨단랩,/zf_user/jobs/relay/view?view_type=search&rec_idx=52878887&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,광주북구,"경력1년↑ 대졸 정규직 3,000 만원",01/30
4429,웹개발자,（주）한국정보통계,/zf_user/jobs/relay/view?view_type=search&rec_idx=52477694&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,전북전주시 완산구,"경력1년↑ 학력무관 계약직 2,700 만원",01/30
4430,"IT, SI, SW 개발자 채용",주식회사 에코카,/zf_user/jobs/relay/view?view_type=search&rec_idx=52865801&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울금천구,"경력3년↑ 학력무관 계약직 2,600 만원",01/30
4431,"[싸이더스] PLC 프로그래머, 소프트웨어개발자 모집",싸이더스(CITUS),/zf_user/jobs/relay/view?view_type=search&rec_idx=52763185&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기수원시 영통구,"경력3년↑ 학력무관 정규직 2,640 만원",01/30
4432,[장애인만 채용] 웹 개발자 공개채용( LMS (교육 관리 플랫폼) 구축 SI ),주식회사 윌비소프트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52487108&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울금천구,"경력무관 학력무관 정규직 2,600 만원",01/30
4433,[이음길HR] R&amp;D본부 개발자 경력 채용 공고,(주)이음길에이치알,/zf_user/jobs/relay/view?view_type=search&rec_idx=52714281&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울강남구,"경력8년↑ 대졸 정규직 5,000 만원",01/30
4434,JAVA개발자 모집,(주)아이비센터,/zf_user/jobs/relay/view?view_type=search&rec_idx=52475594&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울서초구,"경력무관 초대졸 정규직 3,300 만원",01/30
4435,화장품 및 뷰티 기기의 연구 개발자 구인,주식회사 비씨이노텍,/zf_user/jobs/relay/view?view_type=search&rec_idx=52733493&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울송파구,"경력3년↑ 초대졸 계약직 3,600 만원",01/30
4436,연구전담부서 개발자 구인공고입니다,세움기술주식회사,/zf_user/jobs/relay/view?view_type=search&rec_idx=52760995&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울강동구,"경력1년↑ 초대졸 정규직 3,600 만원",03/04
4437,Next.js / React Native 기반 경력자 풀스택 개발자 채용,주식회사스마트핏,/zf_user/jobs/relay/view?view_type=search&rec_idx=52451482&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,부산해운대구,"경력1년↑ 학력무관 정규직 3,360 만원",01/30
4438,앱 개발자 모집,주식회사 대진에코텍,/zf_user/jobs/relay/view?view_type=search&rec_idx=52704336&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경남창녕군,"경력10년↑ 학력무관 정규직 7,000 만원",01/30
4439,[투윈시스템] 2026년 상반기 소프트웨어 경력개발자 모집,투윈시스템,/zf_user/jobs/relay/view?view_type=search&rec_idx=52681942&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,부산강서구,"경력5년↑ 학력무관 정규직 4,200 만원",01/30
4440,우성전자 기업부설연구소 개발자 모집,주식회사 우성전자,/zf_user/jobs/relay/view?view_type=search&rec_idx=52691846&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,부산기장군,"경력무관 학력무관 계약직 2,640 만원",01/30
4441,주식회사 해솔정보기술 소프트웨어  개발자(PL급) 모집,주식회사 해솔정보기술,/zf_user/jobs/relay/view?view_type=search&rec_idx=52734256&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,대구달서구,"경력3년↑ 학력무관 정규직 3,700 만원",01/30
4442,소프트웨어 개발자 채용,주식회사신성테크,/zf_user/jobs/relay/view?view_type=search&rec_idx=52734993&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,광주광산구,"경력5년↑ 학력무관 계약직 3,600 만원",01/30
4443,[투윈시스템] 2026년 상반기 소프트웨어 웹개발자 모집,투윈시스템,/zf_user/jobs/relay/view?view_type=search&rec_idx=52927597&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,부산강서구,"신입 학력무관 계약직 2,800 만원",01/30
4444,web 개발자 - 중급,디카모 주식회사,/zf_user/jobs/relay/view?view_type=search&rec_idx=52681821&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울금천구,"경력2년↑ 학력무관 정규직 2,640 만원",01/30
4445,자동화장치 및 로봇 개발자,주식회사선반도체,/zf_user/jobs/relay/view?view_type=search&rec_idx=52657726&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,충북청주시 흥덕구,"경력무관 학력무관 정규직 3,000 만원",01/30
4446,웹개발자 프로그램 개발자를 모집합니다.(MES 스마트공장 솔루션 패키지 개발),강한솔루션,/zf_user/jobs/relay/view?view_type=search&rec_idx=52804270&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기수원시 권선구,"신입 학력무관 정규직 3,000 만원",01/30
4447,웹 프로그램 개발자 모집(JAVA),가람시스템,/zf_user/jobs/relay/view?view_type=search&rec_idx=52865880&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,부산부산진구,"경력무관 학력무관 정규직 3,000 만원",01/30
4448,스마트공장 솔루션 개발자 모십니다!,(주)일오삼씨앤에스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52828498&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기성남시 수정구,"경력5년↑ 초대졸 정규직 4,000 만원",03/12
4449,응용 소프트웨어 개발자를 모집합니다.,주식회사 피디엠,/zf_user/jobs/relay/view?view_type=search&rec_idx=52466114&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,전남광양시,"신입 대졸 정규직 2,900 만원",01/30
4450,[비케이그룹] R&D부서 백앤드 개발자 모집 공고,비케이그룹,/zf_user/jobs/relay/view?view_type=search&rec_idx=52627634&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기부천시,경력무관 학력무관 정규직,02/20
4451,"AMR로봇 센서 융합, 자율주행 프로그램 개발자",주식회사 선진기술,/zf_user/jobs/relay/view?view_type=search&rec_idx=52714728&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경남창원시 의창구,"경력3년↑ 초대졸 정규직 4,000 만원",01/30
4452,AI 기반 실내공기질(IAQ) 제어 시스템 R&amp;D 개발자 모집,주식회사 아이에이큐씨엔,/zf_user/jobs/relay/view?view_type=search&rec_idx=52789956&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경력3년↑,"초대졸 정규직 3,000 만원",01/30
4453,공장 자동화 소프트웨어 개발자를 찾습니다.,조은테크,/zf_user/jobs/relay/view?view_type=search&rec_idx=52890103&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경북포항시 남구,"경력무관 초대졸 계약직 3,200 만원",02/13
4455,환편니트 및 경편니트 원단 분해 설계및 개발자 구인,원호텍스타일,/zf_user/jobs/relay/view?view_type=search&rec_idx=52682276&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,대구서구,"경력10년↑ 고졸 정규직 3,000 만원",01/30
4456,초등학생 대상 금융 교육 플랫폼 풀스택 개발자 모집(경력),주식회사 설연,/zf_user/jobs/relay/view?view_type=search&rec_idx=52714365&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울성동구,"경력7년↑ 학력무관 계약직 3,000 만원",01/30
4457,제조업 기술연구개발자 모집 (설계 R&amp;D),제일산업,/zf_user/jobs/relay/view?view_type=search&rec_idx=52785745&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,부산강서구,"경력20년↑ 석사 정규직 5,000 만원",01/31
4458,열의 있는 프로그램 개발자 모집,에이아이엑스코리아(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52451554&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경남창원시 마산회원구,"경력3년↑ 학력무관 정규직 2,600 만원",01/30
4459,포인드(주) 인공지능·딥러닝 개발자 채용 (경력),포인드주식회사,/zf_user/jobs/relay/view?view_type=search&rec_idx=52748660&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경북구미시,"경력2년↑ 학력무관 정규직 3,270 만원",01/30
4460,포인드(주) 인공지능·딥러닝 개발자 채용 (신입),포인드주식회사,/zf_user/jobs/relay/view?view_type=search&rec_idx=52748661&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경북구미시,"신입 학력무관 정규직 3,000 만원",01/30
4461,소프트웨어 개발자 모집,주식회사 백억전자,/zf_user/jobs/relay/view?view_type=search&rec_idx=52902686&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기안성시,"경력무관 학력무관 정규직 4,800 만원",02/05
4462,2030으로 이루어진 젊은 디벨로퍼 회사 경리 모집,한국부동산개발연구소(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52791491&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기양평군,경력무관 학력무관 정규직,02/10
4463,[토스인슈어런스] Frontend Developer,(주)비바리퍼블리카,/zf_user/jobs/relay/view?view_type=search&rec_idx=52534446&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울구로구,경력3년↑ 학력무관 정규직,01/30
4464,[토스뱅크] Frontend Ops Developer,(주)비바리퍼블리카,/zf_user/jobs/relay/view?view_type=search&rec_idx=52845968&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울강남구,경력무관 학력무관 계약직,01/30
4465,[토스플레이스] Frontend Developer Assistant,(주)비바리퍼블리카,/zf_user/jobs/relay/view?view_type=search&rec_idx=52837309&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울강남구,신입 학력무관 계약직 238 만원,01/30
4466,스카이블루에셋 본사 정규직 신입사원 채용 [IT 기획팀],(주)스카이블루에셋,/zf_user/jobs/relay/view?view_type=search&rec_idx=52906861&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,부산동구,"신입 대졸↑ 정규직 3,480 만원",02/22
4467,원주B&I지식산업센터 관리소장 모집,(주)원진디벨로퍼,/zf_user/jobs/relay/view?view_type=search&rec_idx=52812372&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,강원원주시,경력4년↑ 학력무관 계약직 420 만원,02/12
4468,[토스뱅크] Product Manager,(주)비바리퍼블리카,/zf_user/jobs/relay/view?view_type=search&rec_idx=52746895&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울강남구,경력무관 학력무관 정규직,01/30
4469,굿리치(주) 보험금융 신입 및 경력직 채용,굿리치(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52696006&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,대구수성구,경력무관 학력무관 위촉직·프리랜서,01/30
4470,웅진컴퍼스 : 서비스 기획자 (관련 경력 3년 이상),(주)웅진컴퍼스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52884185&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울서초구,경력3년↑ 대졸↑ 정규직,03/20
4471,이미지 검수 및 콘텐츠 운영 담당자 채용,(주)망고,/zf_user/jobs/relay/view?view_type=search&rec_idx=52824647&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기의정부시,경력무관 학력무관 정규직,02/13
4472,"AI 부동산 플랫폼 리얼벨류, 주니어 UX/UI 기획자 채용",럭셔리앤하우스부동산중개(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52662550&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울서초구,경력2년↑ 학력무관 정규직,02/24
4473,인스타 광고 블로그 마케팅 아웃바운드 1등을 할려면 1등과하자,바이럴,/zf_user/jobs/relay/view?view_type=search&rec_idx=52913294&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울관악구,경력무관 고졸↑ 위촉직·프리랜서,02/22
4474,"2030으로 이루어진 젊은 부동산, 공인중개사 및 중개보조원",한국부동산개발연구소(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52791483&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경기양평군,경력무관 학력무관 프리랜서,02/10
4475,[토스인슈어런스] Product Manager,(주)비바리퍼블리카,/zf_user/jobs/relay/view?view_type=search&rec_idx=52643989&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울구로구,경력 학력무관 정규직,01/30
4476,[토스플레이스] Technical Account Manager,(주)비바리퍼블리카,/zf_user/jobs/relay/view?view_type=search&rec_idx=52826442&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울강남구,경력8년↑ 학력무관 정규직,03/15
4477,방산부문 연구원 모집 (H/W개발 담당자) : 구미지역,주식회사 아데나,/zf_user/jobs/relay/view?view_type=search&rec_idx=52915408&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,경북칠곡군,"경력3년↑ 초대졸 정규직 3,600 만원",02/28
4478,[웹&앱 기획자] 노련하고 탁월한 기획자를 모십니다.,티에스에듀(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52898215&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=96fba30a-5933-45cb-8b41-e364adbd7483,서울광진구,경력5년↑ 학력무관 계약직,02/21
